,cp_name
1367,한국타이어앤테크놀로지(주) 생산기술연구소
1368,한국테크노돔
1369,넥센타이어(주) 양산공장
1370,넥센타이어(주) 창녕공장
1371,SK케미칼(본사)
1372,SK케미칼 울산
1373,SK케미칼 청주
1374,에이치디현대인프라코어 인천공장
1375,에이치디현대인프라코어 군산공장
1376,영화금속(주)
1377,영화금속(주)_함안공장
1378,영화금속(주)제2공장
1379,현대제철
1380,현대제철 당진제철소
1381,현대제철 순천공장
1382,현대제철 예산2공장
1383,현대제철 예산공장
1384,현대제철 울산 대구경공장
1385,현대제철 울산공장
1386,현대제철 인천공장
1387,현대제철 포항공장
1388,현대제철_포항2공장
1389,대한제당(주)
1390,대한제당(주)인천사료
1391,태광산업(주)
1392,태광산업(주) 반여공장
1393,태광산업(주) 석유화학 1공장
1394,태광산업(주) 석유화학 2공장
1395,태광산업(주) 석유화학 3공장
1396,태광산업(주) 울산공장
1397,태광산업(주)대구사업소
1398,(주)케이씨씨
1399,(주)케이씨씨 김천공장
1400,라이온코리아(주)
1401,삼성전기(주) 수원사업장
1402,삼성전기(주) 부산사업장
1403,삼성전기(주) 세종사업장
1404,(주)한독 음성공장
1405,(주)풍산
1406,(주)풍산 안강사업장
1407,(주)풍산 울산사업장
1408,현대자동차(주) 본사
1409,현대자동차 서비스센터
1410,현대자동차 아산공장
1411,현대자동차 연구시설
1412,현대자동차 울산공장
1413,현대자동차 전주공장
1414,(주)필맥스
1415,롯데알미늄 본사
1416,롯데알미늄 안산1공장
1417,롯데알미늄 진천공장
1418,롯데알미늄 평택공장
1419,LG이노텍 본사
1420,LG이노텍 광주사업장
1421,"LG이노텍 구미 2,3사업장"
1422,"LG이노텍 구미1,1A사업장"
1423,LG이노텍 마곡R&D캠퍼스
1424,LG이노텍 안산R&D캠퍼스
1425,LG이노텍 파주사업장
1426,LG이노텍 평택사업장
1427,LG이노텍_구미4(C4) 사업장
1428,기아 주식회사
1429,기아 주식회사 광명공장
1430,기아 주식회사 광주완성차공장
1431,기아 주식회사 광주하남공장
1432,기아 주식회사 화성공장
1433,(주)유니드
1434,(주)유니드-화학_울산공장 
1435,한화솔루션(주)
1436,한화솔루션(주) 여수
1437,한화솔루션(주) 여수2
1438,한화솔루션(주) 울산1
1439,한화솔루션(주) 울산2
1440,한화솔루션(주) 울산3
1441,한화솔루션(주) 중앙연구소
1442,한화솔루션(주) 티디아이
1443,한화솔루션㈜ 음성 제2사업장
1444,한화솔루션㈜ 진천사업장
1445,주식회사 전주페이퍼 (전주)
1446,고려아연(주)
1447,고려아연(주)온산제련소
1448,현대위아(주) 창원1공장
1449,현대위아(주) 광주공장
1450,현대위아(주) 서산공장
1451,현대위아(주) 안산1공장
1452,현대위아(주) 안산2공장
1453,현대위아(주) 울산1공장
1454,현대위아(주) 울산3공장
1455,현대위아(주) 의왕연구소
1456,현대위아(주) 창원2공장
1457,현대위아(주) 창원4공장
1458,현대위아(주) 창원5공장
1459,현대위아(주) 평택공장
1460,현대위아(주)창원3공장
1461,(주)어프로티움 울산 1공장
1462,(주)어프로티움 서산공장
1463,(주)어프로티움 울산 2공장
1464,LS ELECTRIC 본사
1465,LS일렉트릭 부산공장
1466,LS일렉트릭 천안사업장
1467,LS일렉트릭 청주사업장
1468,(주)오뚜기센터
1469,(주)오뚜기 대풍공장
1470,(주)오뚜기 삼남공장
1471,(주)오뚜기 안양공장
1472,(주)오뚜기 포승공장
1473,재원산업
1474,해태htb(주)천안공장
1475,(주)풍정주공 본사
1476,이녹스첨단소재
1477,에이치디현대일렉트릭(주)
1478,에이치디현대일렉트릭(주) 선암공장
1479,(주)한영특수강
1480,한국앤컴퍼니(주)
1481,한국앤컴퍼니(주) 대전공장
1482,한국앤컴퍼니(주) 전주공장
1483,(주)원익아이피에스
1484,삼화페인트공업(주) 대표사업
1485,(주)지씨셀
1486,(주)동인섬유
1487,한국지엠(주) 부평공장 (본사)
1488,한국지엠(주) 보령공장
1489,한국지엠(주) 창원공장
1490,ROHMKOREA 대전공장
1491,롯데정밀화학(주)
1492,롯데정밀화학(주) 인천
1493,(주)휴비스 전주공장
1494,(주)휴비스
1495,코카콜라음료(주) 여주공장
1496,코카콜라음료(주) 광주공장
1497,삼성전자(주) 수원사업장
1498,삼성전자(주) CS아카데미
1499,삼성전자(주) SAIT
1500,삼성전자(주) 광주2사업장
1501,삼성전자(주) 구미사업장
1502,삼성전자(주) 기흥사업장
1503,삼성전자(주) 서울R&D
1504,삼성전자(주) 서울대공동연구소
1505,삼성전자(주) 서초사옥
1506,삼성전자(주) 온양사업장
1507,삼성전자(주) 인재개발원
1508,삼성전자(주) 천안사업장(TP)
1509,삼성전자(주) 평택사업장
1510,삼성전자(주) 하남사업장
1511,삼성전자(주) 화성사업장
1512,(주)엘엑스엠엠에이
1513,(주)엘엑스엠엠에이 MMA2공장
1514,(주)엘엑스엠엠에이 피엠엠에이
1515,셰플러코리아 유한책임회사 창원1공장
1516,셰플러코리아 유한책임회사 전주공장
1517,셰플러코리아 유한책임회사 창원2공장
1518,셰플러코리아 유한책임회사 창원3공장
1519,한화임팩트주식회사 울산사업장
1520,한화임팩트주식회사 대산사업장
1521,스템코(주)
1522,라이온코리아(주)
1523,금호미쓰이화학(주)
1524,삼성전기(주) 수원사업장
1525,삼성전기(주) 부산사업장
1526,삼성전기(주) 세종사업장
1527,SK하이닉스(주) 이천본사
1528,SK하이닉스(주) 분당사업장
1529,SK하이닉스(주) 청주사업장
1530,DL케미칼(주)HDPE공장
1531,DL케미칼(주) 본사 사옥(돈의문센터)
1532,DL케미칼(주)여수C4공장
1533,DL케미칼(주)여수LHDPE공장
1534,DL케미칼(주)여수PB공장
1535,온세미컨덕터코리아(주)
1536,한화토탈(주)
1537,(주)한독 음성공장
1538,한온시스템(주) 대전공장
1539,한온시스템(주) 평택공장
1540,한온시스템(주)_울산공장
1541,볼보그룹코리아(주)
1542,롯데이네오스화학
1543,도레이첨단소재(주)
1544,도레이첨단소재(주)_구미2공장
1545,도레이첨단소재(주)_구미5공장
1546,도레이첨단소재(주)_안성공장
1547,도레이첨단소재(주)_유구공장
1548,도레이첨단소재(주)구미1공장
1549,도레이첨단소재(주)구미4공장
1550,도레이첨단소재(주)군산공장
1551,(주)국순당 횡성공장
1552,(주)DB하이텍 부천공장
1553,(주)DB하이텍 상우공장
1554,동서석유화학(주)
1555,서울우유협동조합 안산공장
1556,서울우유협동조합 거창공장
1557,서울우유협동조합 양주신공장
1558,(주)엠에스씨
1559,(주)디비메탈
1560,(주)디비메탈 동해공장
1561,르노코리아자동차 주식회사(부산공장)
1562,르노코리아자동차 기흥연구소
1563,르노코리아자동차 영업본부
1564,한국타이어앤테크놀로지(주) 본사
1565,한국타이어앤테크놀로지(주) 금산공장
1566,한국타이어앤테크놀로지(주) 대전공장
1567,한국타이어앤테크놀로지(주) 생산기술연구소
1568,한국테크노돔
1569,넥센타이어(주) 양산공장
1570,넥센타이어(주) 창녕공장
1571,SK케미칼(본사)
1572,SK케미칼 울산
1573,SK케미칼 청주
1574,에이치디현대인프라코어 인천공장
1575,에이치디현대인프라코어 군산공장
1576,영화금속(주)
1577,영화금속(주)_함안공장
1578,영화금속(주)제2공장
1579,현대제철
1580,현대제철 당진제철소
1581,현대제철 순천공장
1582,현대제철 예산2공장
1583,현대제철 예산공장
1584,현대제철 울산 대구경공장
1585,현대제철 울산공장
1586,현대제철 인천공장
1587,현대제철 포항공장
1588,현대제철_포항2공장
1589,대한제당(주)
1590,대한제당(주)인천사료
1591,태광산업(주)
1592,태광산업(주) 반여공장
1593,태광산업(주) 석유화학 1공장
1594,태광산업(주) 석유화학 2공장
1595,태광산업(주) 석유화학 3공장
1596,태광산업(주) 울산공장
1597,태광산업(주)대구사업소
1598,(주)케이씨씨
1599,(주)케이씨씨 김천공장
1600,라이온코리아(주)
1601,삼성전기(주) 수원사업장
1602,삼성전기(주) 부산사업장
1603,삼성전기(주) 세종사업장
1604,(주)한독 음성공장
1605,(주)풍산
1606,(주)풍산 안강사업장
1607,(주)풍산 울산사업장
1608,현대자동차(주) 본사
1609,현대자동차 서비스센터
1610,현대자동차 아산공장
1611,현대자동차 연구시설
1612,현대자동차 울산공장
1613,현대자동차 전주공장
1614,(주)필맥스
1615,롯데알미늄 본사
1616,롯데알미늄 안산1공장
1617,롯데알미늄 진천공장
1618,롯데알미늄 평택공장
1619,LG이노텍 본사
1620,LG이노텍 광주사업장
1621,"LG이노텍 구미 2,3사업장"
1622,"LG이노텍 구미1,1A사업장"
1623,LG이노텍 마곡R&D캠퍼스
1624,LG이노텍 안산R&D캠퍼스
1625,LG이노텍 파주사업장
1626,LG이노텍 평택사업장
1627,LG이노텍_구미4(C4) 사업장
1628,기아 주식회사
1629,기아 주식회사 광명공장
1630,기아 주식회사 광주완성차공장
1631,기아 주식회사 광주하남공장
1632,기아 주식회사 화성공장
1633,(주)유니드
1634,(주)유니드-화학_울산공장 
1635,한화솔루션(주)
1636,한화솔루션(주) 여수
1637,한화솔루션(주) 여수2
1638,한화솔루션(주) 울산1
1639,한화솔루션(주) 울산2
1640,한화솔루션(주) 울산3
1641,한화솔루션(주) 중앙연구소
1642,한화솔루션(주) 티디아이
1643,한화솔루션㈜ 음성 제2사업장
1644,한화솔루션㈜ 진천사업장
1645,주식회사 전주페이퍼 (전주)
1646,고려아연(주)
1647,고려아연(주)온산제련소
1648,현대위아(주) 창원1공장
1649,현대위아(주) 광주공장
1650,현대위아(주) 서산공장
1651,현대위아(주) 안산1공장
1652,현대위아(주) 안산2공장
1653,현대위아(주) 울산1공장
1654,현대위아(주) 울산3공장
1655,현대위아(주) 의왕연구소
1656,현대위아(주) 창원2공장
1657,현대위아(주) 창원4공장
1658,현대위아(주) 창원5공장
1659,현대위아(주) 평택공장
1660,현대위아(주)창원3공장
1661,(주)어프로티움 울산 1공장
1662,(주)어프로티움 서산공장
1663,(주)어프로티움 울산 2공장
1664,LS ELECTRIC 본사
1665,LS일렉트릭 부산공장
1666,LS일렉트릭 천안사업장
1667,LS일렉트릭 청주사업장
1668,(주)오뚜기센터
1669,(주)오뚜기 대풍공장
1670,(주)오뚜기 삼남공장
1671,(주)오뚜기 안양공장
1672,(주)오뚜기 포승공장
1673,재원산업
1674,해태htb(주)천안공장
1675,(주)풍정주공 본사
1676,이녹스첨단소재
1677,에이치디현대일렉트릭(주)
1678,에이치디현대일렉트릭(주) 선암공장
1679,(주)한영특수강
1680,한국앤컴퍼니(주)
1681,한국앤컴퍼니(주) 대전공장
1682,한국앤컴퍼니(주) 전주공장
1683,(주)원익아이피에스
1684,삼화페인트공업(주) 대표사업
1685,(주)지씨셀
1686,(주)동인섬유
1687,한국지엠(주) 부평공장 (본사)
1688,한국지엠(주) 보령공장
1689,한국지엠(주) 창원공장
1690,ROHMKOREA 대전공장
1691,롯데정밀화학(주)
1692,롯데정밀화학(주) 인천
1693,(주)휴비스 전주공장
1694,(주)휴비스
1695,코카콜라음료(주) 여주공장
1696,코카콜라음료(주) 광주공장
1697,삼성전자(주) 수원사업장
1698,삼성전자(주) CS아카데미
1699,삼성전자(주) SAIT
1700,삼성전자(주) 광주2사업장
1701,삼성전자(주) 구미사업장
1702,삼성전자(주) 기흥사업장
1703,삼성전자(주) 서울R&D
1704,삼성전자(주) 서울대공동연구소
1705,삼성전자(주) 서초사옥
1706,삼성전자(주) 온양사업장
1707,삼성전자(주) 인재개발원
1708,삼성전자(주) 천안사업장(TP)
1709,삼성전자(주) 평택사업장
1710,삼성전자(주) 하남사업장
1711,삼성전자(주) 화성사업장
1712,(주)엘엑스엠엠에이
1713,(주)엘엑스엠엠에이 MMA2공장
1714,(주)엘엑스엠엠에이 피엠엠에이
1715,셰플러코리아 유한책임회사 창원1공장
1716,셰플러코리아 유한책임회사 전주공장
1717,셰플러코리아 유한책임회사 창원2공장
1718,셰플러코리아 유한책임회사 창원3공장
1719,한화임팩트주식회사 울산사업장
1720,한화임팩트주식회사 대산사업장
1721,스템코(주)
1722,라이온코리아(주)
1723,금호미쓰이화학(주)
1724,삼성전기(주) 수원사업장
1725,삼성전기(주) 부산사업장
1726,삼성전기(주) 세종사업장
1727,SK하이닉스(주) 이천본사
1728,SK하이닉스(주) 분당사업장
1729,SK하이닉스(주) 청주사업장
1730,DL케미칼(주)HDPE공장
1731,DL케미칼(주) 본사 사옥(돈의문센터)
1732,DL케미칼(주)여수C4공장
1733,DL케미칼(주)여수LHDPE공장
1734,DL케미칼(주)여수PB공장
1735,온세미컨덕터코리아(주)
1736,한화토탈(주)
1737,(주)한독 음성공장
1738,한온시스템(주) 대전공장
1739,한온시스템(주) 평택공장
1740,한온시스템(주)_울산공장
1741,볼보그룹코리아(주)
1742,롯데이네오스화학
1743,도레이첨단소재(주)
1744,도레이첨단소재(주)_구미2공장
1745,도레이첨단소재(주)_구미5공장
1746,도레이첨단소재(주)_안성공장
1747,도레이첨단소재(주)_유구공장
1748,도레이첨단소재(주)구미1공장
1749,도레이첨단소재(주)구미4공장
1750,도레이첨단소재(주)군산공장
1751,(주)국순당 횡성공장
1752,(주)DB하이텍 부천공장
1753,(주)DB하이텍 상우공장
1754,동서석유화학(주)
1755,서울우유협동조합 안산공장
1756,서울우유협동조합 거창공장
1757,서울우유협동조합 양주신공장
1758,(주)엠에스씨
1759,(주)디비메탈
1760,(주)디비메탈 동해공장
1761,르노코리아자동차 주식회사(부산공장)
1762,르노코리아자동차 기흥연구소
1763,르노코리아자동차 영업본부
1764,한국타이어앤테크놀로지(주) 본사
1765,한국타이어앤테크놀로지(주) 금산공장
1766,한국타이어앤테크놀로지(주) 대전공장
1767,한국타이어앤테크놀로지(주) 생산기술연구소
1768,한국테크노돔
1769,넥센타이어(주) 양산공장
1770,넥센타이어(주) 창녕공장
1771,SK케미칼(본사)
1772,SK케미칼 울산
1773,SK케미칼 청주
1774,에이치디현대인프라코어 인천공장
1775,에이치디현대인프라코어 군산공장
1776,영화금속(주)
1777,영화금속(주)_함안공장
1778,영화금속(주)제2공장
1779,현대제철
1780,현대제철 당진제철소
1781,현대제철 순천공장
1782,현대제철 예산2공장
1783,현대제철 예산공장
1784,현대제철 울산 대구경공장
1785,현대제철 울산공장
1786,현대제철 인천공장
1787,현대제철 포항공장
1788,현대제철_포항2공장
1789,대한제당(주)
1790,대한제당(주)인천사료
1791,태광산업(주)
1792,태광산업(주) 반여공장
1793,태광산업(주) 석유화학 1공장
1794,태광산업(주) 석유화학 2공장
1795,태광산업(주) 석유화학 3공장
1796,태광산업(주) 울산공장
1797,태광산업(주)대구사업소
1798,(주)케이씨씨
1799,(주)케이씨씨 김천공장
1800,라이온코리아(주)
1801,삼성전기(주) 수원사업장
1802,삼성전기(주) 부산사업장
1803,삼성전기(주) 세종사업장
1804,(주)한독 음성공장
1805,(주)풍산
1806,(주)풍산 안강사업장
1807,(주)풍산 울산사업장
1808,현대자동차(주) 본사
1809,현대자동차 서비스센터
1810,현대자동차 아산공장
1811,현대자동차 연구시설
1812,현대자동차 울산공장
1813,현대자동차 전주공장
1814,(주)필맥스
1815,롯데알미늄 본사
1816,롯데알미늄 안산1공장
1817,롯데알미늄 진천공장
1818,롯데알미늄 평택공장
1819,LG이노텍 본사
1820,LG이노텍 광주사업장
1821,"LG이노텍 구미 2,3사업장"
1822,"LG이노텍 구미1,1A사업장"
1823,LG이노텍 마곡R&D캠퍼스
1824,LG이노텍 안산R&D캠퍼스
1825,LG이노텍 파주사업장
1826,LG이노텍 평택사업장
1827,LG이노텍_구미4(C4) 사업장
1828,기아 주식회사
1829,기아 주식회사 광명공장
1830,기아 주식회사 광주완성차공장
1831,기아 주식회사 광주하남공장
1832,기아 주식회사 화성공장
1833,(주)유니드
1834,(주)유니드-화학_울산공장 
1835,한화솔루션(주)
1836,한화솔루션(주) 여수
1837,한화솔루션(주) 여수2
1838,한화솔루션(주) 울산1
1839,한화솔루션(주) 울산2
1840,한화솔루션(주) 울산3
1841,한화솔루션(주) 중앙연구소
1842,한화솔루션(주) 티디아이
1843,한화솔루션㈜ 음성 제2사업장
1844,한화솔루션㈜ 진천사업장
1845,주식회사 전주페이퍼 (전주)
1846,고려아연(주)
1847,고려아연(주)온산제련소
1848,현대위아(주) 창원1공장
1849,현대위아(주) 광주공장
1850,현대위아(주) 서산공장
1851,현대위아(주) 안산1공장
1852,현대위아(주) 안산2공장
1853,현대위아(주) 울산1공장
1854,현대위아(주) 울산3공장
1855,현대위아(주) 의왕연구소
1856,현대위아(주) 창원2공장
1857,현대위아(주) 창원4공장
1858,현대위아(주) 창원5공장
1859,현대위아(주) 평택공장
1860,현대위아(주)창원3공장
1861,(주)어프로티움 울산 1공장
1862,(주)어프로티움 서산공장
1863,(주)어프로티움 울산 2공장
1864,LS ELECTRIC 본사
1865,LS일렉트릭 부산공장
1866,LS일렉트릭 천안사업장
1867,LS일렉트릭 청주사업장
1868,(주)오뚜기센터
1869,(주)오뚜기 대풍공장
1870,(주)오뚜기 삼남공장
1871,(주)오뚜기 안양공장
1872,(주)오뚜기 포승공장
1873,재원산업
1874,해태htb(주)천안공장
1875,(주)풍정주공 본사
1876,이녹스첨단소재
1877,에이치디현대일렉트릭(주)
1878,에이치디현대일렉트릭(주) 선암공장
1879,(주)한영특수강
1880,한국앤컴퍼니(주)
1881,한국앤컴퍼니(주) 대전공장
1882,한국앤컴퍼니(주) 전주공장
1883,(주)원익아이피에스
1884,삼화페인트공업(주) 대표사업
1885,(주)지씨셀
1886,(주)동인섬유
1887,한국지엠(주) 부평공장 (본사)
1888,한국지엠(주) 보령공장
1889,한국지엠(주) 창원공장
1890,ROHMKOREA 대전공장
1891,롯데정밀화학(주)
1892,롯데정밀화학(주) 인천
1893,(주)휴비스 전주공장
1894,(주)휴비스
1895,코카콜라음료(주) 여주공장
1896,코카콜라음료(주) 광주공장
1897,삼성전자(주) 수원사업장
1898,삼성전자(주) CS아카데미
1899,삼성전자(주) SAIT
1900,삼성전자(주) 광주2사업장
1901,삼성전자(주) 구미사업장
1902,삼성전자(주) 기흥사업장
1903,삼성전자(주) 서울R&D
1904,삼성전자(주) 서울대공동연구소
1905,삼성전자(주) 서초사옥
1906,삼성전자(주) 온양사업장
1907,삼성전자(주) 인재개발원
1908,삼성전자(주) 천안사업장(TP)
1909,삼성전자(주) 평택사업장
1910,삼성전자(주) 하남사업장
1911,삼성전자(주) 화성사업장
1912,(주)엘엑스엠엠에이
1913,(주)엘엑스엠엠에이 MMA2공장
1914,(주)엘엑스엠엠에이 피엠엠에이
1915,셰플러코리아 유한책임회사 창원1공장
1916,셰플러코리아 유한책임회사 전주공장
1917,셰플러코리아 유한책임회사 창원2공장
1918,셰플러코리아 유한책임회사 창원3공장
1919,한화임팩트주식회사 울산사업장
1920,한화임팩트주식회사 대산사업장
1921,스템코(주)
1922,라이온코리아(주)
1923,금호미쓰이화학(주)
1924,삼성전기(주) 수원사업장
1925,삼성전기(주) 부산사업장
1926,삼성전기(주) 세종사업장
1927,SK하이닉스(주) 이천본사
1928,SK하이닉스(주) 분당사업장
1929,SK하이닉스(주) 청주사업장
1930,DL케미칼(주)HDPE공장
1931,DL케미칼(주) 본사 사옥(돈의문센터)
1932,DL케미칼(주)여수C4공장
1933,DL케미칼(주)여수LHDPE공장
1934,DL케미칼(주)여수PB공장
1935,온세미컨덕터코리아(주)
1936,한화토탈(주)
1937,(주)한독 음성공장
1938,한온시스템(주) 대전공장
1939,한온시스템(주) 평택공장
1940,한온시스템(주)_울산공장
1941,볼보그룹코리아(주)
1942,롯데이네오스화학
1943,도레이첨단소재(주)
1944,도레이첨단소재(주)_구미2공장
1945,도레이첨단소재(주)_구미5공장
1946,도레이첨단소재(주)_안성공장
1947,도레이첨단소재(주)_유구공장
1948,도레이첨단소재(주)구미1공장
1949,도레이첨단소재(주)구미4공장
1950,도레이첨단소재(주)군산공장
1951,(주)국순당 횡성공장
1952,(주)DB하이텍 부천공장
1953,(주)DB하이텍 상우공장
1954,동서석유화학(주)
1955,서울우유협동조합 안산공장
1956,서울우유협동조합 거창공장
1957,서울우유협동조합 양주신공장
1958,(주)엠에스씨
1959,(주)디비메탈
1960,(주)디비메탈 동해공장
1961,르노코리아자동차 주식회사(부산공장)
1962,르노코리아자동차 기흥연구소
1963,르노코리아자동차 영업본부
1964,한국타이어앤테크놀로지(주) 본사
1965,한국타이어앤테크놀로지(주) 금산공장
1966,한국타이어앤테크놀로지(주) 대전공장
1967,한국타이어앤테크놀로지(주) 생산기술연구소
1968,한국테크노돔
1969,넥센타이어(주) 양산공장
1970,넥센타이어(주) 창녕공장
1971,SK케미칼(본사)
1972,SK케미칼 울산
1973,SK케미칼 청주
1974,에이치디현대인프라코어 인천공장
1975,에이치디현대인프라코어 군산공장
1976,영화금속(주)
1977,영화금속(주)_함안공장
1978,영화금속(주)제2공장
1979,현대제철
1980,현대제철 당진제철소
1981,현대제철 순천공장
1982,현대제철 예산2공장
1983,현대제철 예산공장
1984,현대제철 울산 대구경공장
1985,현대제철 울산공장
1986,현대제철 인천공장
1987,현대제철 포항공장
1988,현대제철_포항2공장
1989,대한제당(주)
1990,대한제당(주)인천사료
1991,태광산업(주)
1992,태광산업(주) 반여공장
1993,태광산업(주) 석유화학 1공장
1994,태광산업(주) 석유화학 2공장
1995,태광산업(주) 석유화학 3공장
1996,태광산업(주) 울산공장
1997,태광산업(주)대구사업소
1998,(주)케이씨씨
1999,(주)케이씨씨 김천공장
2000,라이온코리아(주)
2001,삼성전기(주) 수원사업장
2002,삼성전기(주) 부산사업장
2003,삼성전기(주) 세종사업장
2004,(주)한독 음성공장
2005,(주)풍산
2006,(주)풍산 안강사업장
2007,(주)풍산 울산사업장
2008,현대자동차(주) 본사
2009,현대자동차 서비스센터
2010,현대자동차 아산공장
2011,현대자동차 연구시설
2012,현대자동차 울산공장
2013,현대자동차 전주공장
2014,(주)필맥스
2015,롯데알미늄 본사
2016,롯데알미늄 안산1공장
2017,롯데알미늄 진천공장
2018,롯데알미늄 평택공장
2019,LG이노텍 본사
2020,LG이노텍 광주사업장
2021,"LG이노텍 구미 2,3사업장"
2022,"LG이노텍 구미1,1A사업장"
2023,LG이노텍 마곡R&D캠퍼스
2024,LG이노텍 안산R&D캠퍼스
2025,LG이노텍 파주사업장
2026,LG이노텍 평택사업장
2027,LG이노텍_구미4(C4) 사업장
2028,기아 주식회사
2029,기아 주식회사 광명공장
2030,기아 주식회사 광주완성차공장
2031,기아 주식회사 광주하남공장
2032,기아 주식회사 화성공장
2033,(주)유니드
2034,(주)유니드-화학_울산공장 
2035,한화솔루션(주)
2036,한화솔루션(주) 여수
2037,한화솔루션(주) 여수2
2038,한화솔루션(주) 울산1
2039,한화솔루션(주) 울산2
2040,한화솔루션(주) 울산3
2041,한화솔루션(주) 중앙연구소
2042,한화솔루션(주) 티디아이
2043,한화솔루션㈜ 음성 제2사업장
2044,한화솔루션㈜ 진천사업장
2045,주식회사 전주페이퍼 (전주)
2046,고려아연(주)
2047,고려아연(주)온산제련소
2048,현대위아(주) 창원1공장
2049,현대위아(주) 광주공장
2050,현대위아(주) 서산공장
2051,현대위아(주) 안산1공장
2052,현대위아(주) 안산2공장
2053,현대위아(주) 울산1공장
2054,현대위아(주) 울산3공장
2055,현대위아(주) 의왕연구소
2056,현대위아(주) 창원2공장
2057,현대위아(주) 창원4공장
2058,현대위아(주) 창원5공장
2059,현대위아(주) 평택공장
2060,현대위아(주)창원3공장
2061,(주)어프로티움 울산 1공장
2062,(주)어프로티움 서산공장
2063,(주)어프로티움 울산 2공장
2064,LS ELECTRIC 본사
2065,LS일렉트릭 부산공장
2066,LS일렉트릭 천안사업장
2067,LS일렉트릭 청주사업장
2068,(주)오뚜기센터
2069,(주)오뚜기 대풍공장
2070,(주)오뚜기 삼남공장
2071,(주)오뚜기 안양공장
2072,(주)오뚜기 포승공장
2073,재원산업
2074,해태htb(주)천안공장
2075,(주)풍정주공 본사
2076,이녹스첨단소재
2077,에이치디현대일렉트릭(주)
2078,에이치디현대일렉트릭(주) 선암공장
2079,(주)한영특수강
2080,한국앤컴퍼니(주)
2081,한국앤컴퍼니(주) 대전공장
2082,한국앤컴퍼니(주) 전주공장
2083,(주)원익아이피에스
2084,삼화페인트공업(주) 대표사업
2085,(주)지씨셀
2086,(주)동인섬유
2087,한국지엠(주) 부평공장 (본사)
2088,한국지엠(주) 보령공장
2089,한국지엠(주) 창원공장
2090,ROHMKOREA 대전공장
2091,롯데정밀화학(주)
2092,롯데정밀화학(주) 인천
2093,(주)휴비스 전주공장
2094,(주)휴비스
2095,코카콜라음료(주) 여주공장
2096,코카콜라음료(주) 광주공장
2097,삼성전자(주) 수원사업장
2098,삼성전자(주) CS아카데미
2099,삼성전자(주) SAIT
2100,삼성전자(주) 광주2사업장
2101,삼성전자(주) 구미사업장
2102,삼성전자(주) 기흥사업장
2103,삼성전자(주) 서울R&D
2104,삼성전자(주) 서울대공동연구소
2105,삼성전자(주) 서초사옥
2106,삼성전자(주) 온양사업장
2107,삼성전자(주) 인재개발원
2108,삼성전자(주) 천안사업장(TP)
2109,삼성전자(주) 평택사업장
2110,삼성전자(주) 하남사업장
2111,삼성전자(주) 화성사업장
2112,(주)엘엑스엠엠에이
2113,(주)엘엑스엠엠에이 MMA2공장
2114,(주)엘엑스엠엠에이 피엠엠에이
2115,셰플러코리아 유한책임회사 창원1공장
2116,셰플러코리아 유한책임회사 전주공장
2117,셰플러코리아 유한책임회사 창원2공장
2118,셰플러코리아 유한책임회사 창원3공장
2119,한화임팩트주식회사 울산사업장
2120,한화임팩트주식회사 대산사업장
2121,스템코(주)
2122,라이온코리아(주)
2123,금호미쓰이화학(주)
2124,삼성전기(주) 수원사업장
2125,삼성전기(주) 부산사업장
2126,삼성전기(주) 세종사업장
2127,SK하이닉스(주) 이천본사
2128,SK하이닉스(주) 분당사업장
2129,SK하이닉스(주) 청주사업장
2130,DL케미칼(주)HDPE공장
2131,DL케미칼(주) 본사 사옥(돈의문센터)
2132,DL케미칼(주)여수C4공장
2133,DL케미칼(주)여수LHDPE공장
2134,DL케미칼(주)여수PB공장
2135,온세미컨덕터코리아(주)
2136,한화토탈(주)
2137,(주)한독 음성공장
2138,한온시스템(주) 대전공장
2139,한온시스템(주) 평택공장
2140,한온시스템(주)_울산공장
2141,볼보그룹코리아(주)
2142,롯데이네오스화학
2143,도레이첨단소재(주)
2144,도레이첨단소재(주)_구미2공장
2145,도레이첨단소재(주)_구미5공장
2146,도레이첨단소재(주)_안성공장
2147,도레이첨단소재(주)_유구공장
2148,도레이첨단소재(주)구미1공장
2149,도레이첨단소재(주)구미4공장
2150,도레이첨단소재(주)군산공장
2151,(주)국순당 횡성공장
2152,(주)DB하이텍 부천공장
2153,(주)DB하이텍 상우공장
2154,동서석유화학(주)
2155,서울우유협동조합 안산공장
2156,서울우유협동조합 거창공장
2157,서울우유협동조합 양주신공장
2158,(주)엠에스씨
2159,(주)디비메탈
2160,(주)디비메탈 동해공장
2161,르노코리아자동차 주식회사(부산공장)
2162,르노코리아자동차 기흥연구소
2163,르노코리아자동차 영업본부
2164,한국타이어앤테크놀로지(주) 본사
2165,한국타이어앤테크놀로지(주) 금산공장
2166,한국타이어앤테크놀로지(주) 대전공장
2167,한국타이어앤테크놀로지(주) 생산기술연구소
2168,한국테크노돔
2169,넥센타이어(주) 양산공장
2170,넥센타이어(주) 창녕공장
2171,SK케미칼(본사)
2172,SK케미칼 울산
2173,SK케미칼 청주
2174,에이치디현대인프라코어 인천공장
2175,에이치디현대인프라코어 군산공장
2176,영화금속(주)
2177,영화금속(주)_함안공장
2178,영화금속(주)제2공장
2179,현대제철
2180,현대제철 당진제철소
2181,현대제철 순천공장
2182,현대제철 예산2공장
2183,현대제철 예산공장
2184,현대제철 울산 대구경공장
