,cp_name
7335,온세미컨덕터코리아(주)
7336,한화토탈(주)
7337,(주)한독 음성공장
7338,한온시스템(주) 대전공장
7339,한온시스템(주) 평택공장
7340,한온시스템(주)_울산공장
7341,볼보그룹코리아(주)
7342,롯데이네오스화학
7343,도레이첨단소재(주)
7344,도레이첨단소재(주)_구미2공장
7345,도레이첨단소재(주)_구미5공장
7346,도레이첨단소재(주)_안성공장
7347,도레이첨단소재(주)_유구공장
7348,도레이첨단소재(주)구미1공장
7349,도레이첨단소재(주)구미4공장
7350,도레이첨단소재(주)군산공장
7351,(주)국순당 횡성공장
7352,(주)DB하이텍 부천공장
7353,(주)DB하이텍 상우공장
7354,동서석유화학(주)
7355,서울우유협동조합 안산공장
7356,서울우유협동조합 거창공장
7357,서울우유협동조합 양주신공장
7358,(주)엠에스씨
7359,(주)디비메탈
7360,(주)디비메탈 동해공장
7361,르노코리아자동차 주식회사(부산공장)
7362,르노코리아자동차 기흥연구소
7363,르노코리아자동차 영업본부
7364,한국타이어앤테크놀로지(주) 본사
7365,한국타이어앤테크놀로지(주) 금산공장
7366,한국타이어앤테크놀로지(주) 대전공장
7367,한국타이어앤테크놀로지(주) 생산기술연구소
7368,한국테크노돔
7369,넥센타이어(주) 양산공장
7370,넥센타이어(주) 창녕공장
7371,SK케미칼(본사)
7372,SK케미칼 울산
7373,SK케미칼 청주
7374,에이치디현대인프라코어 인천공장
7375,에이치디현대인프라코어 군산공장
7376,영화금속(주)
7377,영화금속(주)_함안공장
7378,영화금속(주)제2공장
7379,현대제철
7380,현대제철 당진제철소
7381,현대제철 순천공장
7382,현대제철 예산2공장
7383,현대제철 예산공장
7384,현대제철 울산 대구경공장
7385,현대제철 울산공장
7386,현대제철 인천공장
7387,현대제철 포항공장
7388,현대제철_포항2공장
7389,대한제당(주)
7390,대한제당(주)인천사료
7391,태광산업(주)
7392,태광산업(주) 반여공장
7393,태광산업(주) 석유화학 1공장
7394,태광산업(주) 석유화학 2공장
7395,태광산업(주) 석유화학 3공장
7396,태광산업(주) 울산공장
7397,태광산업(주)대구사업소
7398,(주)케이씨씨
7399,(주)케이씨씨 김천공장
7400,라이온코리아(주)
7401,삼성전기(주) 수원사업장
7402,삼성전기(주) 부산사업장
7403,삼성전기(주) 세종사업장
7404,(주)한독 음성공장
7405,(주)풍산
7406,(주)풍산 안강사업장
7407,(주)풍산 울산사업장
7408,현대자동차(주) 본사
7409,현대자동차 서비스센터
7410,현대자동차 아산공장
7411,현대자동차 연구시설
7412,현대자동차 울산공장
7413,현대자동차 전주공장
7414,(주)필맥스
7415,롯데알미늄 본사
7416,롯데알미늄 안산1공장
7417,롯데알미늄 진천공장
7418,롯데알미늄 평택공장
7419,LG이노텍 본사
7420,LG이노텍 광주사업장
7421,"LG이노텍 구미 2,3사업장"
7422,"LG이노텍 구미1,1A사업장"
7423,LG이노텍 마곡R&D캠퍼스
7424,LG이노텍 안산R&D캠퍼스
7425,LG이노텍 파주사업장
7426,LG이노텍 평택사업장
7427,LG이노텍_구미4(C4) 사업장
7428,기아 주식회사
7429,기아 주식회사 광명공장
7430,기아 주식회사 광주완성차공장
7431,기아 주식회사 광주하남공장
7432,기아 주식회사 화성공장
7433,(주)유니드
7434,(주)유니드-화학_울산공장 
7435,한화솔루션(주)
7436,한화솔루션(주) 여수
7437,한화솔루션(주) 여수2
7438,한화솔루션(주) 울산1
7439,한화솔루션(주) 울산2
7440,한화솔루션(주) 울산3
7441,한화솔루션(주) 중앙연구소
7442,한화솔루션(주) 티디아이
7443,한화솔루션㈜ 음성 제2사업장
7444,한화솔루션㈜ 진천사업장
7445,주식회사 전주페이퍼 (전주)
7446,고려아연(주)
7447,고려아연(주)온산제련소
7448,현대위아(주) 창원1공장
7449,현대위아(주) 광주공장
7450,현대위아(주) 서산공장
7451,현대위아(주) 안산1공장
7452,현대위아(주) 안산2공장
7453,현대위아(주) 울산1공장
7454,현대위아(주) 울산3공장
7455,현대위아(주) 의왕연구소
7456,현대위아(주) 창원2공장
7457,현대위아(주) 창원4공장
7458,현대위아(주) 창원5공장
7459,현대위아(주) 평택공장
7460,현대위아(주)창원3공장
7461,(주)어프로티움 울산 1공장
7462,(주)어프로티움 서산공장
7463,(주)어프로티움 울산 2공장
7464,LS ELECTRIC 본사
7465,LS일렉트릭 부산공장
7466,LS일렉트릭 천안사업장
7467,LS일렉트릭 청주사업장
7468,(주)오뚜기센터
7469,(주)오뚜기 대풍공장
7470,(주)오뚜기 삼남공장
7471,(주)오뚜기 안양공장
7472,(주)오뚜기 포승공장
7473,재원산업
7474,해태htb(주)천안공장
7475,(주)풍정주공 본사
7476,이녹스첨단소재
7477,에이치디현대일렉트릭(주)
7478,에이치디현대일렉트릭(주) 선암공장
7479,(주)한영특수강
7480,한국앤컴퍼니(주)
7481,한국앤컴퍼니(주) 대전공장
7482,한국앤컴퍼니(주) 전주공장
7483,(주)원익아이피에스
7484,삼화페인트공업(주) 대표사업
7485,(주)지씨셀
7486,(주)동인섬유
7487,한국지엠(주) 부평공장 (본사)
7488,한국지엠(주) 보령공장
7489,한국지엠(주) 창원공장
7490,ROHMKOREA 대전공장
7491,롯데정밀화학(주)
7492,롯데정밀화학(주) 인천
7493,(주)휴비스 전주공장
7494,(주)휴비스
7495,코카콜라음료(주) 여주공장
7496,코카콜라음료(주) 광주공장
7497,삼성전자(주) 수원사업장
7498,삼성전자(주) CS아카데미
7499,삼성전자(주) SAIT
7500,삼성전자(주) 광주2사업장
7501,삼성전자(주) 구미사업장
7502,삼성전자(주) 기흥사업장
7503,삼성전자(주) 서울R&D
7504,삼성전자(주) 서울대공동연구소
7505,삼성전자(주) 서초사옥
7506,삼성전자(주) 온양사업장
7507,삼성전자(주) 인재개발원
7508,삼성전자(주) 천안사업장(TP)
7509,삼성전자(주) 평택사업장
7510,삼성전자(주) 하남사업장
7511,삼성전자(주) 화성사업장
7512,(주)엘엑스엠엠에이
7513,(주)엘엑스엠엠에이 MMA2공장
7514,(주)엘엑스엠엠에이 피엠엠에이
7515,셰플러코리아 유한책임회사 창원1공장
7516,셰플러코리아 유한책임회사 전주공장
7517,셰플러코리아 유한책임회사 창원2공장
7518,셰플러코리아 유한책임회사 창원3공장
7519,한화임팩트주식회사 울산사업장
7520,한화임팩트주식회사 대산사업장
7521,스템코(주)
7522,라이온코리아(주)
7523,금호미쓰이화학(주)
7524,삼성전기(주) 수원사업장
7525,삼성전기(주) 부산사업장
7526,삼성전기(주) 세종사업장
7527,SK하이닉스(주) 이천본사
7528,SK하이닉스(주) 분당사업장
7529,SK하이닉스(주) 청주사업장
7530,DL케미칼(주)HDPE공장
7531,DL케미칼(주) 본사 사옥(돈의문센터)
7532,DL케미칼(주)여수C4공장
7533,DL케미칼(주)여수LHDPE공장
7534,DL케미칼(주)여수PB공장
7535,온세미컨덕터코리아(주)
7536,한화토탈(주)
7537,(주)한독 음성공장
7538,한온시스템(주) 대전공장
7539,한온시스템(주) 평택공장
7540,한온시스템(주)_울산공장
7541,볼보그룹코리아(주)
7542,롯데이네오스화학
7543,도레이첨단소재(주)
7544,도레이첨단소재(주)_구미2공장
7545,도레이첨단소재(주)_구미5공장
7546,도레이첨단소재(주)_안성공장
7547,도레이첨단소재(주)_유구공장
7548,도레이첨단소재(주)구미1공장
7549,도레이첨단소재(주)구미4공장
7550,도레이첨단소재(주)군산공장
7551,(주)국순당 횡성공장
7552,(주)DB하이텍 부천공장
7553,(주)DB하이텍 상우공장
7554,동서석유화학(주)
7555,서울우유협동조합 안산공장
7556,서울우유협동조합 거창공장
7557,서울우유협동조합 양주신공장
7558,(주)엠에스씨
7559,(주)디비메탈
7560,(주)디비메탈 동해공장
7561,르노코리아자동차 주식회사(부산공장)
7562,르노코리아자동차 기흥연구소
7563,르노코리아자동차 영업본부
7564,한국타이어앤테크놀로지(주) 본사
7565,한국타이어앤테크놀로지(주) 금산공장
7566,한국타이어앤테크놀로지(주) 대전공장
7567,한국타이어앤테크놀로지(주) 생산기술연구소
7568,한국테크노돔
7569,넥센타이어(주) 양산공장
7570,넥센타이어(주) 창녕공장
7571,SK케미칼(본사)
7572,SK케미칼 울산
7573,SK케미칼 청주
7574,에이치디현대인프라코어 인천공장
7575,에이치디현대인프라코어 군산공장
7576,영화금속(주)
7577,영화금속(주)_함안공장
7578,영화금속(주)제2공장
7579,현대제철
7580,현대제철 당진제철소
7581,현대제철 순천공장
7582,현대제철 예산2공장
7583,현대제철 예산공장
7584,현대제철 울산 대구경공장
7585,현대제철 울산공장
7586,현대제철 인천공장
7587,현대제철 포항공장
7588,현대제철_포항2공장
7589,대한제당(주)
7590,대한제당(주)인천사료
7591,태광산업(주)
7592,태광산업(주) 반여공장
7593,태광산업(주) 석유화학 1공장
7594,태광산업(주) 석유화학 2공장
7595,태광산업(주) 석유화학 3공장
7596,태광산업(주) 울산공장
7597,태광산업(주)대구사업소
7598,(주)케이씨씨
7599,(주)케이씨씨 김천공장
7600,라이온코리아(주)
7601,삼성전기(주) 수원사업장
7602,삼성전기(주) 부산사업장
7603,삼성전기(주) 세종사업장
7604,(주)한독 음성공장
7605,(주)풍산
7606,(주)풍산 안강사업장
7607,(주)풍산 울산사업장
7608,현대자동차(주) 본사
7609,현대자동차 서비스센터
7610,현대자동차 아산공장
7611,현대자동차 연구시설
7612,현대자동차 울산공장
7613,현대자동차 전주공장
7614,(주)필맥스
7615,롯데알미늄 본사
7616,롯데알미늄 안산1공장
7617,롯데알미늄 진천공장
7618,롯데알미늄 평택공장
7619,LG이노텍 본사
7620,LG이노텍 광주사업장
7621,"LG이노텍 구미 2,3사업장"
7622,"LG이노텍 구미1,1A사업장"
7623,LG이노텍 마곡R&D캠퍼스
7624,LG이노텍 안산R&D캠퍼스
7625,LG이노텍 파주사업장
7626,LG이노텍 평택사업장
7627,LG이노텍_구미4(C4) 사업장
7628,기아 주식회사
7629,기아 주식회사 광명공장
7630,기아 주식회사 광주완성차공장
7631,기아 주식회사 광주하남공장
7632,기아 주식회사 화성공장
7633,(주)유니드
7634,(주)유니드-화학_울산공장 
7635,한화솔루션(주)
7636,한화솔루션(주) 여수
7637,한화솔루션(주) 여수2
7638,한화솔루션(주) 울산1
7639,한화솔루션(주) 울산2
7640,한화솔루션(주) 울산3
7641,한화솔루션(주) 중앙연구소
7642,한화솔루션(주) 티디아이
7643,한화솔루션㈜ 음성 제2사업장
7644,한화솔루션㈜ 진천사업장
7645,주식회사 전주페이퍼 (전주)
7646,고려아연(주)
7647,고려아연(주)온산제련소
7648,현대위아(주) 창원1공장
7649,현대위아(주) 광주공장
7650,현대위아(주) 서산공장
7651,현대위아(주) 안산1공장
7652,현대위아(주) 안산2공장
7653,현대위아(주) 울산1공장
7654,현대위아(주) 울산3공장
7655,현대위아(주) 의왕연구소
7656,현대위아(주) 창원2공장
7657,현대위아(주) 창원4공장
7658,현대위아(주) 창원5공장
7659,현대위아(주) 평택공장
7660,현대위아(주)창원3공장
7661,(주)어프로티움 울산 1공장
7662,(주)어프로티움 서산공장
7663,(주)어프로티움 울산 2공장
7664,LS ELECTRIC 본사
7665,LS일렉트릭 부산공장
7666,LS일렉트릭 천안사업장
7667,LS일렉트릭 청주사업장
7668,(주)오뚜기센터
7669,(주)오뚜기 대풍공장
7670,(주)오뚜기 삼남공장
7671,(주)오뚜기 안양공장
7672,(주)오뚜기 포승공장
7673,재원산업
7674,해태htb(주)천안공장
7675,(주)풍정주공 본사
7676,이녹스첨단소재
7677,에이치디현대일렉트릭(주)
7678,에이치디현대일렉트릭(주) 선암공장
7679,(주)한영특수강
7680,한국앤컴퍼니(주)
7681,한국앤컴퍼니(주) 대전공장
7682,한국앤컴퍼니(주) 전주공장
7683,(주)원익아이피에스
7684,삼화페인트공업(주) 대표사업
7685,(주)지씨셀
7686,(주)동인섬유
7687,한국지엠(주) 부평공장 (본사)
7688,한국지엠(주) 보령공장
7689,한국지엠(주) 창원공장
7690,ROHMKOREA 대전공장
7691,롯데정밀화학(주)
7692,롯데정밀화학(주) 인천
7693,(주)휴비스 전주공장
7694,(주)휴비스
7695,코카콜라음료(주) 여주공장
7696,코카콜라음료(주) 광주공장
7697,삼성전자(주) 수원사업장
7698,삼성전자(주) CS아카데미
7699,삼성전자(주) SAIT
7700,삼성전자(주) 광주2사업장
7701,삼성전자(주) 구미사업장
7702,삼성전자(주) 기흥사업장
7703,삼성전자(주) 서울R&D
7704,삼성전자(주) 서울대공동연구소
7705,삼성전자(주) 서초사옥
7706,삼성전자(주) 온양사업장
7707,삼성전자(주) 인재개발원
7708,삼성전자(주) 천안사업장(TP)
7709,삼성전자(주) 평택사업장
7710,삼성전자(주) 하남사업장
7711,삼성전자(주) 화성사업장
7712,(주)엘엑스엠엠에이
7713,(주)엘엑스엠엠에이 MMA2공장
7714,(주)엘엑스엠엠에이 피엠엠에이
7715,셰플러코리아 유한책임회사 창원1공장
7716,셰플러코리아 유한책임회사 전주공장
7717,셰플러코리아 유한책임회사 창원2공장
7718,셰플러코리아 유한책임회사 창원3공장
7719,한화임팩트주식회사 울산사업장
7720,한화임팩트주식회사 대산사업장
7721,스템코(주)
7722,라이온코리아(주)
7723,금호미쓰이화학(주)
7724,삼성전기(주) 수원사업장
7725,삼성전기(주) 부산사업장
7726,삼성전기(주) 세종사업장
7727,SK하이닉스(주) 이천본사
7728,SK하이닉스(주) 분당사업장
7729,SK하이닉스(주) 청주사업장
7730,DL케미칼(주)HDPE공장
7731,DL케미칼(주) 본사 사옥(돈의문센터)
7732,DL케미칼(주)여수C4공장
7733,DL케미칼(주)여수LHDPE공장
7734,DL케미칼(주)여수PB공장
7735,온세미컨덕터코리아(주)
7736,한화토탈(주)
7737,(주)한독 음성공장
7738,한온시스템(주) 대전공장
7739,한온시스템(주) 평택공장
7740,한온시스템(주)_울산공장
7741,볼보그룹코리아(주)
7742,롯데이네오스화학
7743,도레이첨단소재(주)
7744,도레이첨단소재(주)_구미2공장
7745,도레이첨단소재(주)_구미5공장
7746,도레이첨단소재(주)_안성공장
7747,도레이첨단소재(주)_유구공장
7748,도레이첨단소재(주)구미1공장
7749,도레이첨단소재(주)구미4공장
7750,도레이첨단소재(주)군산공장
7751,(주)국순당 횡성공장
7752,(주)DB하이텍 부천공장
7753,(주)DB하이텍 상우공장
7754,동서석유화학(주)
7755,서울우유협동조합 안산공장
7756,서울우유협동조합 거창공장
7757,서울우유협동조합 양주신공장
7758,(주)엠에스씨
7759,(주)디비메탈
7760,(주)디비메탈 동해공장
7761,르노코리아자동차 주식회사(부산공장)
7762,르노코리아자동차 기흥연구소
7763,르노코리아자동차 영업본부
7764,한국타이어앤테크놀로지(주) 본사
7765,한국타이어앤테크놀로지(주) 금산공장
7766,한국타이어앤테크놀로지(주) 대전공장
7767,한국타이어앤테크놀로지(주) 생산기술연구소
7768,한국테크노돔
7769,넥센타이어(주) 양산공장
7770,넥센타이어(주) 창녕공장
7771,SK케미칼(본사)
7772,SK케미칼 울산
7773,SK케미칼 청주
7774,에이치디현대인프라코어 인천공장
7775,에이치디현대인프라코어 군산공장
7776,영화금속(주)
7777,영화금속(주)_함안공장
7778,영화금속(주)제2공장
7779,현대제철
7780,현대제철 당진제철소
7781,현대제철 순천공장
7782,현대제철 예산2공장
7783,현대제철 예산공장
7784,현대제철 울산 대구경공장
7785,현대제철 울산공장
7786,현대제철 인천공장
7787,현대제철 포항공장
7788,현대제철_포항2공장
7789,대한제당(주)
7790,대한제당(주)인천사료
7791,태광산업(주)
7792,태광산업(주) 반여공장
7793,태광산업(주) 석유화학 1공장
7794,태광산업(주) 석유화학 2공장
7795,태광산업(주) 석유화학 3공장
7796,태광산업(주) 울산공장
7797,태광산업(주)대구사업소
7798,(주)케이씨씨
7799,(주)케이씨씨 김천공장
7800,라이온코리아(주)
7801,삼성전기(주) 수원사업장
7802,삼성전기(주) 부산사업장
7803,삼성전기(주) 세종사업장
7804,(주)한독 음성공장
7805,(주)풍산
7806,(주)풍산 안강사업장
7807,(주)풍산 울산사업장
7808,현대자동차(주) 본사
7809,현대자동차 서비스센터
7810,현대자동차 아산공장
7811,현대자동차 연구시설
7812,현대자동차 울산공장
7813,현대자동차 전주공장
7814,(주)필맥스
7815,롯데알미늄 본사
7816,롯데알미늄 안산1공장
7817,롯데알미늄 진천공장
7818,롯데알미늄 평택공장
7819,LG이노텍 본사
7820,LG이노텍 광주사업장
7821,"LG이노텍 구미 2,3사업장"
7822,"LG이노텍 구미1,1A사업장"
7823,LG이노텍 마곡R&D캠퍼스
7824,LG이노텍 안산R&D캠퍼스
7825,LG이노텍 파주사업장
7826,LG이노텍 평택사업장
7827,LG이노텍_구미4(C4) 사업장
7828,기아 주식회사
7829,기아 주식회사 광명공장
7830,기아 주식회사 광주완성차공장
7831,기아 주식회사 광주하남공장
7832,기아 주식회사 화성공장
7833,(주)유니드
7834,(주)유니드-화학_울산공장 
7835,한화솔루션(주)
7836,한화솔루션(주) 여수
7837,한화솔루션(주) 여수2
7838,한화솔루션(주) 울산1
7839,한화솔루션(주) 울산2
7840,한화솔루션(주) 울산3
7841,한화솔루션(주) 중앙연구소
7842,한화솔루션(주) 티디아이
7843,한화솔루션㈜ 음성 제2사업장
7844,한화솔루션㈜ 진천사업장
7845,주식회사 전주페이퍼 (전주)
7846,고려아연(주)
7847,고려아연(주)온산제련소
7848,현대위아(주) 창원1공장
7849,현대위아(주) 광주공장
7850,현대위아(주) 서산공장
7851,현대위아(주) 안산1공장
7852,현대위아(주) 안산2공장
7853,현대위아(주) 울산1공장
7854,현대위아(주) 울산3공장
7855,현대위아(주) 의왕연구소
7856,현대위아(주) 창원2공장
7857,현대위아(주) 창원4공장
7858,현대위아(주) 창원5공장
7859,현대위아(주) 평택공장
7860,현대위아(주)창원3공장
7861,(주)어프로티움 울산 1공장
7862,(주)어프로티움 서산공장
7863,(주)어프로티움 울산 2공장
7864,LS ELECTRIC 본사
7865,LS일렉트릭 부산공장
7866,LS일렉트릭 천안사업장
7867,LS일렉트릭 청주사업장
7868,(주)오뚜기센터
7869,(주)오뚜기 대풍공장
7870,(주)오뚜기 삼남공장
7871,(주)오뚜기 안양공장
7872,(주)오뚜기 포승공장
7873,재원산업
7874,해태htb(주)천안공장
7875,(주)풍정주공 본사
7876,이녹스첨단소재
7877,에이치디현대일렉트릭(주)
7878,에이치디현대일렉트릭(주) 선암공장
7879,(주)한영특수강
7880,한국앤컴퍼니(주)
7881,한국앤컴퍼니(주) 대전공장
7882,한국앤컴퍼니(주) 전주공장
7883,(주)원익아이피에스
7884,삼화페인트공업(주) 대표사업
7885,(주)지씨셀
7886,(주)동인섬유
7887,한국지엠(주) 부평공장 (본사)
7888,한국지엠(주) 보령공장
7889,한국지엠(주) 창원공장
7890,ROHMKOREA 대전공장
7891,롯데정밀화학(주)
7892,롯데정밀화학(주) 인천
7893,(주)휴비스 전주공장
7894,(주)휴비스
7895,코카콜라음료(주) 여주공장
7896,코카콜라음료(주) 광주공장
7897,삼성전자(주) 수원사업장
7898,삼성전자(주) CS아카데미
7899,삼성전자(주) SAIT
7900,삼성전자(주) 광주2사업장
7901,삼성전자(주) 구미사업장
7902,삼성전자(주) 기흥사업장
7903,삼성전자(주) 서울R&D
7904,삼성전자(주) 서울대공동연구소
7905,삼성전자(주) 서초사옥
7906,삼성전자(주) 온양사업장
7907,삼성전자(주) 인재개발원
7908,삼성전자(주) 천안사업장(TP)
7909,삼성전자(주) 평택사업장
7910,삼성전자(주) 하남사업장
7911,삼성전자(주) 화성사업장
7912,(주)엘엑스엠엠에이
7913,(주)엘엑스엠엠에이 MMA2공장
7914,(주)엘엑스엠엠에이 피엠엠에이
7915,셰플러코리아 유한책임회사 창원1공장
7916,셰플러코리아 유한책임회사 전주공장
7917,셰플러코리아 유한책임회사 창원2공장
7918,셰플러코리아 유한책임회사 창원3공장
7919,한화임팩트주식회사 울산사업장
7920,한화임팩트주식회사 대산사업장
7921,스템코(주)
7922,라이온코리아(주)
7923,금호미쓰이화학(주)
7924,삼성전기(주) 수원사업장
7925,삼성전기(주) 부산사업장
7926,삼성전기(주) 세종사업장
7927,SK하이닉스(주) 이천본사
7928,SK하이닉스(주) 분당사업장
7929,SK하이닉스(주) 청주사업장
7930,DL케미칼(주)HDPE공장
7931,DL케미칼(주) 본사 사옥(돈의문센터)
7932,DL케미칼(주)여수C4공장
7933,DL케미칼(주)여수LHDPE공장
7934,DL케미칼(주)여수PB공장
7935,온세미컨덕터코리아(주)
7936,한화토탈(주)
7937,(주)한독 음성공장
7938,한온시스템(주) 대전공장
7939,한온시스템(주) 평택공장
7940,한온시스템(주)_울산공장
7941,볼보그룹코리아(주)
7942,롯데이네오스화학
7943,도레이첨단소재(주)
7944,도레이첨단소재(주)_구미2공장
7945,도레이첨단소재(주)_구미5공장
7946,도레이첨단소재(주)_안성공장
7947,도레이첨단소재(주)_유구공장
7948,도레이첨단소재(주)구미1공장
7949,도레이첨단소재(주)구미4공장
7950,도레이첨단소재(주)군산공장
7951,(주)국순당 횡성공장
7952,(주)DB하이텍 부천공장
7953,(주)DB하이텍 상우공장
7954,동서석유화학(주)
7955,서울우유협동조합 안산공장
7956,서울우유협동조합 거창공장
7957,서울우유협동조합 양주신공장
7958,(주)엠에스씨
7959,(주)디비메탈
7960,(주)디비메탈 동해공장
7961,르노코리아자동차 주식회사(부산공장)
7962,르노코리아자동차 기흥연구소
7963,르노코리아자동차 영업본부
7964,한국타이어앤테크놀로지(주) 본사
7965,한국타이어앤테크놀로지(주) 금산공장
7966,한국타이어앤테크놀로지(주) 대전공장
7967,한국타이어앤테크놀로지(주) 생산기술연구소
7968,한국테크노돔
7969,넥센타이어(주) 양산공장
7970,넥센타이어(주) 창녕공장
7971,SK케미칼(본사)
7972,SK케미칼 울산
7973,SK케미칼 청주
7974,에이치디현대인프라코어 인천공장
7975,에이치디현대인프라코어 군산공장
7976,영화금속(주)
7977,영화금속(주)_함안공장
7978,영화금속(주)제2공장
7979,현대제철
7980,현대제철 당진제철소
7981,현대제철 순천공장
7982,현대제철 예산2공장
7983,현대제철 예산공장
7984,현대제철 울산 대구경공장
7985,현대제철 울산공장
7986,현대제철 인천공장
7987,현대제철 포항공장
7988,현대제철_포항2공장
7989,대한제당(주)
7990,대한제당(주)인천사료
7991,태광산업(주)
7992,태광산업(주) 반여공장
7993,태광산업(주) 석유화학 1공장
7994,태광산업(주) 석유화학 2공장
7995,태광산업(주) 석유화학 3공장
7996,태광산업(주) 울산공장
7997,태광산업(주)대구사업소
7998,(주)케이씨씨
7999,(주)케이씨씨 김천공장
8000,라이온코리아(주)
8001,삼성전기(주) 수원사업장
8002,삼성전기(주) 부산사업장
8003,삼성전기(주) 세종사업장
8004,(주)한독 음성공장
8005,(주)풍산
8006,(주)풍산 안강사업장
8007,(주)풍산 울산사업장
8008,현대자동차(주) 본사
8009,현대자동차 서비스센터
8010,현대자동차 아산공장
8011,현대자동차 연구시설
8012,현대자동차 울산공장
8013,현대자동차 전주공장
8014,(주)필맥스
8015,롯데알미늄 본사
8016,롯데알미늄 안산1공장
8017,롯데알미늄 진천공장
8018,롯데알미늄 평택공장
8019,LG이노텍 본사
8020,LG이노텍 광주사업장
8021,"LG이노텍 구미 2,3사업장"
8022,"LG이노텍 구미1,1A사업장"
8023,LG이노텍 마곡R&D캠퍼스
8024,LG이노텍 안산R&D캠퍼스
8025,LG이노텍 파주사업장
8026,LG이노텍 평택사업장
8027,LG이노텍_구미4(C4) 사업장
8028,기아 주식회사
8029,기아 주식회사 광명공장
8030,기아 주식회사 광주완성차공장
8031,기아 주식회사 광주하남공장
8032,기아 주식회사 화성공장
8033,(주)유니드
8034,(주)유니드-화학_울산공장 
8035,한화솔루션(주)
8036,한화솔루션(주) 여수
8037,한화솔루션(주) 여수2
8038,한화솔루션(주) 울산1
8039,한화솔루션(주) 울산2
8040,한화솔루션(주) 울산3
8041,한화솔루션(주) 중앙연구소
8042,한화솔루션(주) 티디아이
8043,한화솔루션㈜ 음성 제2사업장
8044,한화솔루션㈜ 진천사업장
8045,주식회사 전주페이퍼 (전주)
8046,고려아연(주)
8047,고려아연(주)온산제련소
8048,현대위아(주) 창원1공장
8049,현대위아(주) 광주공장
8050,현대위아(주) 서산공장
8051,현대위아(주) 안산1공장
8052,현대위아(주) 안산2공장
8053,현대위아(주) 울산1공장
8054,현대위아(주) 울산3공장
8055,현대위아(주) 의왕연구소
8056,현대위아(주) 창원2공장
8057,현대위아(주) 창원4공장
8058,현대위아(주) 창원5공장
8059,현대위아(주) 평택공장
8060,현대위아(주)창원3공장
8061,(주)어프로티움 울산 1공장
8062,(주)어프로티움 서산공장
8063,(주)어프로티움 울산 2공장
8064,LS ELECTRIC 본사
8065,LS일렉트릭 부산공장
8066,LS일렉트릭 천안사업장
8067,LS일렉트릭 청주사업장
8068,(주)오뚜기센터
8069,(주)오뚜기 대풍공장
8070,(주)오뚜기 삼남공장
8071,(주)오뚜기 안양공장
8072,(주)오뚜기 포승공장
8073,재원산업
8074,해태htb(주)천안공장
8075,(주)풍정주공 본사
8076,이녹스첨단소재
8077,에이치디현대일렉트릭(주)
8078,에이치디현대일렉트릭(주) 선암공장
8079,(주)한영특수강
8080,한국앤컴퍼니(주)
8081,한국앤컴퍼니(주) 대전공장
8082,한국앤컴퍼니(주) 전주공장
8083,(주)원익아이피에스
8084,삼화페인트공업(주) 대표사업
8085,(주)지씨셀
8086,(주)동인섬유
8087,한국지엠(주) 부평공장 (본사)
8088,한국지엠(주) 보령공장
8089,한국지엠(주) 창원공장
8090,ROHMKOREA 대전공장
8091,롯데정밀화학(주)
8092,롯데정밀화학(주) 인천
8093,(주)휴비스 전주공장
8094,(주)휴비스
8095,코카콜라음료(주) 여주공장
8096,코카콜라음료(주) 광주공장
8097,삼성전자(주) 수원사업장
8098,삼성전자(주) CS아카데미
8099,삼성전자(주) SAIT
8100,삼성전자(주) 광주2사업장
8101,삼성전자(주) 구미사업장
8102,삼성전자(주) 기흥사업장
8103,삼성전자(주) 서울R&D
8104,삼성전자(주) 서울대공동연구소
8105,삼성전자(주) 서초사옥
8106,삼성전자(주) 온양사업장
8107,삼성전자(주) 인재개발원
8108,삼성전자(주) 천안사업장(TP)
8109,삼성전자(주) 평택사업장
8110,삼성전자(주) 하남사업장
8111,삼성전자(주) 화성사업장
8112,(주)엘엑스엠엠에이
8113,(주)엘엑스엠엠에이 MMA2공장
8114,(주)엘엑스엠엠에이 피엠엠에이
8115,셰플러코리아 유한책임회사 창원1공장
8116,셰플러코리아 유한책임회사 전주공장
8117,셰플러코리아 유한책임회사 창원2공장
8118,셰플러코리아 유한책임회사 창원3공장
8119,한화임팩트주식회사 울산사업장
8120,한화임팩트주식회사 대산사업장
8121,스템코(주)
8122,라이온코리아(주)
8123,금호미쓰이화학(주)
8124,삼성전기(주) 수원사업장
8125,삼성전기(주) 부산사업장
8126,삼성전기(주) 세종사업장
8127,SK하이닉스(주) 이천본사
8128,SK하이닉스(주) 분당사업장
8129,SK하이닉스(주) 청주사업장
8130,DL케미칼(주)HDPE공장
8131,DL케미칼(주) 본사 사옥(돈의문센터)
8132,DL케미칼(주)여수C4공장
8133,DL케미칼(주)여수LHDPE공장
8134,DL케미칼(주)여수PB공장
8135,온세미컨덕터코리아(주)
8136,한화토탈(주)
8137,(주)한독 음성공장
8138,한온시스템(주) 대전공장
8139,한온시스템(주) 평택공장
8140,한온시스템(주)_울산공장
8141,볼보그룹코리아(주)
8142,롯데이네오스화학
8143,도레이첨단소재(주)
8144,도레이첨단소재(주)_구미2공장
8145,도레이첨단소재(주)_구미5공장
8146,도레이첨단소재(주)_안성공장
8147,도레이첨단소재(주)_유구공장
8148,도레이첨단소재(주)구미1공장
8149,도레이첨단소재(주)구미4공장
